District,Month,Visitors,Year,Season
Jangaon ,5,0,2020,Summer
Jangaon ,6,0,2020,Monsoon
Jangaon ,7,0,2020,Monsoon
Jangaon ,8,0,2020,Monsoon
Jangaon ,9,0,2020,Monsoon
Jangaon ,10,0,2020,Autumn
Jangaon ,11,0,2020,Autumn
Jangaon ,12,0,2020,Winter
Jayashankar Bhoopalpally,1,0,2020,Winter
Jayashankar Bhoopalpally,2,0,2020,Winter
Jayashankar Bhoopalpally,3,0,2020,Summer
Jayashankar Bhoopalpally,4,0,2020,Summer
Jayashankar Bhoopalpally,5,0,2020,Summer
Jayashankar Bhoopalpally,6,0,2020,Monsoon
Jayashankar Bhoopalpally,7,0,2020,Monsoon
Jayashankar Bhoopalpally,8,0,2020,Monsoon
Jayashankar Bhoopalpally,9,0,2020,Monsoon
Jayashankar Bhoopalpally,10,0,2020,Autumn
Jayashankar Bhoopalpally,11,0,2020,Autumn
Jayashankar Bhoopalpally,12,0,2020,Winter
Jogulamba Gadwal ,1,36,2020,Winter
Jogulamba Gadwal ,2,6,2020,Winter
Jogulamba Gadwal ,3,0,2020,Summer
Jogulamba Gadwal ,4,0,2020,Summer
Jogulamba Gadwal ,5,0,2020,Summer
Jogulamba Gadwal ,6,0,2020,Monsoon
Jogulamba Gadwal ,7,0,2020,Monsoon
Jogulamba Gadwal ,8,0,2020,Monsoon
Jogulamba Gadwal ,9,0,2020,Monsoon
Jogulamba Gadwal ,10,0,2020,Autumn
Jogulamba Gadwal ,11,0,2020,Autumn
Jogulamba Gadwal ,12,0,2020,Winter
Kamareddy ,1,0,2020,Winter
Kamareddy ,2,0,2020,Winter
Kamareddy ,3,0,2020,Summer
Kamareddy ,4,0,2020,Summer
Kamareddy ,5,0,2020,Summer
Kamareddy ,6, ,2020,Monsoon
Kamareddy ,7,0,2020,Monsoon
Kamareddy ,8,0,2020,Monsoon
Kamareddy ,9,0,2020,Monsoon
Kamareddy ,10,0,2020,Autumn
Kamareddy ,11,0,2020,Autumn
Kamareddy ,12,0,2020,Winter
Karimnagar ,1,0,2020,Winter
Karimnagar ,2,0,2020,Winter
Karimnagar ,3,0,2020,Summer
Karimnagar ,4,0,2020,Summer
Karimnagar ,5,0,2020,Summer
Karimnagar ,6,0,2020,Monsoon
Karimnagar ,7,0,2020,Monsoon
Karimnagar ,8,0,2020,Monsoon
Karimnagar ,9,0,2020,Monsoon
Karimnagar ,10,0,2020,Autumn
Karimnagar ,11,0,2020,Autumn
Karimnagar ,12,0,2020,Winter
Khammam,1,0,2020,Winter
Khammam,2,0,2020,Winter
Khammam,3,0,2020,Summer
Khammam,4,0,2020,Summer
Khammam,5,0,2020,Summer
Khammam,6,0,2020,Monsoon
Khammam,7,0,2020,Monsoon
Khammam,8,0,2020,Monsoon
Khammam,9,0,2020,Monsoon
Khammam,10,0,2020,Autumn
Khammam,11,0,2020,Autumn
Khammam,12,0,2020,Winter
Komaram Bheem Asifabad,1,0,2020,Winter
Komaram Bheem Asifabad,2,0,2020,Winter
Komaram Bheem Asifabad,3,0,2020,Summer
Komaram Bheem Asifabad,4,0,2020,Summer
Komaram Bheem Asifabad,5,0,2020,Summer
Komaram Bheem Asifabad,6,0,2020,Monsoon
Komaram Bheem Asifabad,7,0,2020,Monsoon
Komaram Bheem Asifabad,8,0,2020,Monsoon
Komaram Bheem Asifabad,9,0,2020,Monsoon
Komaram Bheem Asifabad,10,0,2020,Autumn
Komaram Bheem Asifabad,11,0,2020,Autumn
Komaram Bheem Asifabad,12,0,2020,Winter
Mahabubabad ,1,0,2020,Winter
Mahabubabad ,2,0,2020,Winter
Mahabubabad ,3,0,2020,Summer
Mahabubabad ,4,0,2020,Summer
Mahabubabad ,5,0,2020,Summer
Mahabubabad ,6,0,2020,Monsoon
Mahabubabad ,7,0,2020,Monsoon
Mahabubabad ,8,0,2020,Monsoon
Mahabubabad ,9,0,2020,Monsoon
Mahabubabad ,10,0,2020,Autumn
Mahabubabad ,11,0,2020,Autumn
Mahabubabad ,12,0,2020,Winter
Mahbubnagar,1,45,2020,Winter
Mahbubnagar,2,29,2020,Winter
Mahbubnagar,3,0,2020,Summer
Mahbubnagar,4,0,2020,Summer
Mahbubnagar,5,0,2020,Summer
Mahbubnagar,6,0,2020,Monsoon
Mahbubnagar,7,0,2020,Monsoon
Mahbubnagar,8,0,2020,Monsoon
Mahbubnagar,9,0,2020,Monsoon
Mahbubnagar,10,0,2020,Autumn
Mahbubnagar,11,0,2020,Autumn
Mahbubnagar,12,0,2020,Winter
Mancherial,1,0,2020,Winter
Mancherial,2,0,2020,Winter
Mancherial,3,0,2020,Summer
Mancherial,4,0,2020,Summer
Mancherial,5,0,2020,Summer
Mancherial,6,0,2020,Monsoon
Mancherial,7,0,2020,Monsoon
Mancherial,8,0,2020,Monsoon
Mancherial,9,0,2020,Monsoon
Mancherial,10,0,2020,Autumn
Mancherial,11,0,2020,Autumn
Mancherial,12,0,2020,Winter
Medak ,1,0,2020,Winter
Medak ,2,0,2020,Winter
Medak ,3,0,2020,Summer
Medak ,4,0,2020,Summer
Medak ,5,0,2020,Summer
Medak ,6,0,2020,Monsoon
Medak ,7,0,2020,Monsoon
Medak ,8,0,2020,Monsoon
Medak ,9,0,2020,Monsoon
Medak ,10,0,2020,Autumn
Medak ,11,0,2020,Autumn
Medak ,12,0,2020,Winter
Medchal ,1, ,2020,Winter
Medchal ,2, ,2020,Winter
Medchal ,3, ,2020,Summer
Medchal ,4, ,2020,Summer
Medchal ,5, ,2020,Summer
Medchal ,6, ,2020,Monsoon
Medchal ,7, ,2020,Monsoon
Medchal ,8, ,2020,Monsoon
Medchal ,9, ,2020,Monsoon
Medchal ,10, ,2020,Autumn
Medchal ,11, ,2020,Autumn
Medchal ,12, ,2020,Winter
Mulugu,1,70,2020,Winter
Mulugu,2,60,2020,Winter
Mulugu,3,15,2020,Summer
Mulugu,4,0,2020,Summer
Mulugu,5,0,2020,Summer
Mulugu,6,0,2020,Monsoon
Mulugu,7,0,2020,Monsoon
Mulugu,8,0,2020,Monsoon
Mulugu,9,0,2020,Monsoon
Mulugu,10,0,2020,Autumn
Mulugu,11,0,2020,Autumn
Mulugu,12,0,2020,Winter
Nagarkurnool ,1,35,2020,Winter
Nagarkurnool ,2,15,2020,Winter
Nagarkurnool ,3,0,2020,Summer
Nagarkurnool ,4,0,2020,Summer
Nagarkurnool ,5,0,2020,Summer
Nagarkurnool ,6,0,2020,Monsoon
Nagarkurnool ,7,0,2020,Monsoon
Nagarkurnool ,8,0,2020,Monsoon
Nagarkurnool ,9,0,2020,Monsoon
Nagarkurnool ,10,0,2020,Autumn
Nagarkurnool ,11,0,2020,Autumn
Nagarkurnool ,12,0,2020,Winter
Nalgonda,1,0,2020,Winter
Nalgonda,2,0,2020,Winter
Nalgonda,3,0,2020,Summer
Nalgonda,4,0,2020,Summer
Nalgonda,5,0,2020,Summer
Nalgonda,6,0,2020,Monsoon
Nalgonda,7,0,2020,Monsoon
Nalgonda,8,0,2020,Monsoon
Nalgonda,9,0,2020,Monsoon
Nalgonda,10,0,2020,Autumn
Nalgonda,11,0,2020,Autumn
Nalgonda,12,0,2020,Winter
Narayanpet,1,0,2020,Winter
Narayanpet,2,0,2020,Winter
Narayanpet,3,0,2020,Summer
Narayanpet,4,0,2020,Summer
Narayanpet,5,0,2020,Summer
Narayanpet,6,0,2020,Monsoon
Narayanpet,7,0,2020,Monsoon
Narayanpet,8,0,2020,Monsoon
Narayanpet,9,0,2020,Monsoon
Narayanpet,10,0,2020,Autumn
Narayanpet,11,0,2020,Autumn
Narayanpet,12,0,2020,Winter
Nirmal,1,0,2020,Winter
Nirmal,2,0,2020,Winter
Nirmal,3,0,2020,Summer
Nirmal,4,0,2020,Summer
Nirmal,5,0,2020,Summer
Nirmal,6,0,2020,Monsoon
Nirmal,7,0,2020,Monsoon
Nirmal,8,0,2020,Monsoon
Nirmal,9,0,2020,Monsoon
Nirmal,10,0,2020,Autumn
Nirmal,11,0,2020,Autumn
Nirmal,12,0,2020,Winter
Nizamabad,1,0,2020,Winter
Nizamabad,2,0,2020,Winter
Nizamabad,3,0,2020,Summer
Nizamabad,4,0,2020,Summer
Nizamabad,5,0,2020,Summer
Nizamabad,6,0,2020,Monsoon
Nizamabad,7,0,2020,Monsoon
Nizamabad,8,0,2020,Monsoon
Nizamabad,9,0,2020,Monsoon
Nizamabad,10,0,2020,Autumn
Nizamabad,11,0,2020,Autumn
Nizamabad,12,0,2020,Winter
Peddapalli,1,0,2020,Winter
Peddapalli,2,0,2020,Winter
Peddapalli,3,0,2020,Summer
Peddapalli,4,0,2020,Summer
Peddapalli,5,0,2020,Summer
Peddapalli,6,0,2020,Monsoon
Peddapalli,7,0,2020,Monsoon
Peddapalli,8,0,2020,Monsoon
Peddapalli,9,0,2020,Monsoon
Peddapalli,10,0,2020,Autumn
Peddapalli,11,0,2020,Autumn
Peddapalli,12,0,2020,Winter
Rajanna Sircilla ,1,0,2020,Winter
Rajanna Sircilla ,2,0,2020,Winter
Rajanna Sircilla ,3,0,2020,Summer
Rajanna Sircilla ,4,0,2020,Summer
Rajanna Sircilla ,5,0,2020,Summer
Rajanna Sircilla ,6,0,2020,Monsoon
Rajanna Sircilla ,7,0,2020,Monsoon
Rajanna Sircilla ,8,0,2020,Monsoon
Rajanna Sircilla ,9,0,2020,Monsoon
Rajanna Sircilla ,10,0,2020,Autumn
Rajanna Sircilla ,11,0,2020,Autumn
Rajanna Sircilla ,12,0,2020,Winter
Sangareddy ,1,0,2020,Winter
Sangareddy ,2,0,2020,Winter
Sangareddy ,3,0,2020,Summer
Sangareddy ,4,0,2020,Summer
Sangareddy ,5,0,2020,Summer
Sangareddy ,6,0,2020,Monsoon
Sangareddy ,7,0,2020,Monsoon
Sangareddy ,8,0,2020,Monsoon
Sangareddy ,9,0,2020,Monsoon
Sangareddy ,10,0,2020,Autumn
Sangareddy ,11,0,2020,Autumn
Sangareddy ,12,0,2020,Winter
Siddipet,1,0,2020,Winter
Siddipet,2,0,2020,Winter
Siddipet,3,0,2020,Summer
Siddipet,4,0,2020,Summer
Siddipet,5,0,2020,Summer
Siddipet,6,0,2020,Monsoon
Siddipet,7,0,2020,Monsoon
Siddipet,8,0,2020,Monsoon
Siddipet,9,0,2020,Monsoon
Siddipet,10,0,2020,Autumn
Siddipet,11,0,2020,Autumn
Siddipet,12,0,2020,Winter
Suryapet,1,0,2020,Winter
Suryapet,2,0,2020,Winter
Suryapet,3,0,2020,Summer
Suryapet,4,0,2020,Summer
Suryapet,5,0,2020,Summer
Suryapet,6,0,2020,Monsoon
Suryapet,7,0,2020,Monsoon
Suryapet,8,0,2020,Monsoon
Suryapet,9,0,2020,Monsoon
Suryapet,10,0,2020,Autumn
Suryapet,11,0,2020,Autumn
Suryapet,12,0,2020,Winter
Wanaparthy ,1,0,2020,Winter
Wanaparthy ,2,0,2020,Winter
Wanaparthy ,3,0,2020,Summer
Wanaparthy ,4,0,2020,Summer
Wanaparthy ,5,0,2020,Summer
Wanaparthy ,6,0,2020,Monsoon
Wanaparthy ,7,0,2020,Monsoon
Wanaparthy ,8,0,2020,Monsoon
Wanaparthy ,9,0,2020,Monsoon
Wanaparthy ,10,0,2020,Autumn
Wanaparthy ,11,0,2020,Autumn
Wanaparthy ,12,0,2020,Winter
Warangal (Rural),1,0,2020,Winter
Warangal (Rural),2,0,2020,Winter
Warangal (Rural),3,0,2020,Summer
Warangal (Rural),4,0,2020,Summer
Warangal (Rural),5,0,2020,Summer
Warangal (Rural),6,0,2020,Monsoon
Warangal (Rural),7,0,2020,Monsoon
Warangal (Rural),8,0,2020,Monsoon
Warangal (Rural),9,0,2020,Monsoon
Warangal (Rural),10,0,2020,Autumn
Warangal (Rural),11,0,2020,Autumn
Warangal (Rural),12,0,2020,Winter
Warangal (Urban),1,225,2020,Winter
Warangal (Urban),2,225,2020,Winter
Warangal (Urban),3,80,2020,Summer
Warangal (Urban),4,0,2020,Summer
Warangal (Urban),5,0,2020,Summer
Warangal (Urban),6,0,2020,Monsoon
Warangal (Urban),7,0,2020,Monsoon
Warangal (Urban),8,0,2020,Monsoon
Warangal (Urban),9,0,2020,Monsoon
Warangal (Urban),10,0,2020,Autumn
Warangal (Urban),11,0,2020,Autumn
Warangal (Urban),12,0,2020,Winter
Yadadri Bhongir,1,0,2020,Winter
Yadadri Bhongir,2,0,2020,Winter
Yadadri Bhongir,3,0,2020,Summer
Yadadri Bhongir,4,0,2020,Summer
Yadadri Bhongir,5,0,2020,Summer
Yadadri Bhongir,6,0,2020,Monsoon
Yadadri Bhongir,7,0,2020,Monsoon
Yadadri Bhongir,8,0,2020,Monsoon
Yadadri Bhongir,9,0,2020,Monsoon
Yadadri Bhongir,10,0,2020,Autumn
Yadadri Bhongir,11,0,2020,Autumn
Yadadri Bhongir,12,0,2020,Winter
Adilabad,1,0,2021,Winter
Adilabad,2,0,2021,Winter
Adilabad,3,0,2021,Summer
Adilabad,4,0,2021,Summer
Adilabad,5,0,2021,Summer
Adilabad,6,0,2021,Monsoon
Adilabad,7,0,2021,Monsoon
Adilabad,8,0,2021,Monsoon
Adilabad,9,0,2021,Monsoon
Adilabad,10,0,2021,Autumn
Adilabad,11,0,2021,Autumn
Adilabad,12,0,2021,Winter
Bhadradri Kothagudem,1,0,2021,Winter
Bhadradri Kothagudem,2,0,2021,Winter
Bhadradri Kothagudem,3,0,2021,Summer
Bhadradri Kothagudem,4,0,2021,Summer
Bhadradri Kothagudem,5,0,2021,Summer
Bhadradri Kothagudem,6,0,2021,Monsoon
Bhadradri Kothagudem,7,0,2021,Monsoon
Bhadradri Kothagudem,8,0,2021,Monsoon
Bhadradri Kothagudem,9,0,2021,Monsoon
Bhadradri Kothagudem,10,0,2021,Autumn
Bhadradri Kothagudem,11,0,2021,Autumn
Bhadradri Kothagudem,12,0,2021,Winter
Hanumakonda,1,0,2021,Winter
Hanumakonda,2,0,2021,Winter
Hanumakonda,3,80,2021,Summer
Hanumakonda,4,5,2021,Summer
Hanumakonda,5,0,2021,Summer
Hanumakonda,6,0,2021,Monsoon
Hanumakonda,7,0,2021,Monsoon
Hanumakonda,8,3,2021,Monsoon
Hanumakonda,9,5,2021,Monsoon
Hanumakonda,10,5,2021,Autumn
Hanumakonda,11,8,2021,Autumn
Hanumakonda,12,6,2021,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",1,758,2021,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",2,814,2021,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",3,294,2021,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",4,90,2021,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",5,158,2021,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",6,79,2021,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",7,131,2021,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",8,169,2021,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",9,343,2021,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",10,931,2021,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",11,758,2021,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",12,1220,2021,Winter
Jagtial,1,0,2021,Winter
Jagtial,2,0,2021,Winter
Jagtial,3,0,2021,Summer
Jagtial,4,0,2021,Summer
Jagtial,5,0,2021,Summer
Jagtial,6,0,2021,Monsoon
Jagtial,7,0,2021,Monsoon
Jagtial,8,0,2021,Monsoon
Jagtial,9,0,2021,Monsoon
Jagtial,10,0,2021,Autumn
Jagtial,11,0,2021,Autumn
Jagtial,12,0,2021,Winter
Jangaon,1,0,2021,Winter
Jangaon,2,0,2021,Winter
Jangaon,3,0,2021,Summer
Jangaon,4,0,2021,Summer
Jangaon,5,0,2021,Summer
Jangaon,6,0,2021,Monsoon
Jangaon,7,0,2021,Monsoon
Jangaon,8,0,2021,Monsoon
Jangaon,9,0,2021,Monsoon
Jangaon,10,0,2021,Autumn
Jangaon,11,0,2021,Autumn
Jangaon,12,0,2021,Winter
Jayashankar Bhoopalpally,1,0,2021,Winter
Jayashankar Bhoopalpally,2,0,2021,Winter
Jayashankar Bhoopalpally,3,0,2021,Summer
Jayashankar Bhoopalpally,4,0,2021,Summer
Jayashankar Bhoopalpally,5,0,2021,Summer
Jayashankar Bhoopalpally,6,0,2021,Monsoon
Jayashankar Bhoopalpally,7,0,2021,Monsoon
Jayashankar Bhoopalpally,8,0,2021,Monsoon
Jayashankar Bhoopalpally,9,0,2021,Monsoon
Jayashankar Bhoopalpally,10,0,2021,Autumn
Jayashankar Bhoopalpally,11,0,2021,Autumn
Jayashankar Bhoopalpally,12,0,2021,Winter
Jogulamba Gadwal,1,0,2021,Winter
Jogulamba Gadwal,2,0,2021,Winter
Jogulamba Gadwal,3,0,2021,Summer
Jogulamba Gadwal,4,0,2021,Summer
Jogulamba Gadwal,5,0,2021,Summer
Jogulamba Gadwal,6,0,2021,Monsoon
Jogulamba Gadwal,7,0,2021,Monsoon
Jogulamba Gadwal,8,0,2021,Monsoon
Jogulamba Gadwal,9,0,2021,Monsoon
Jogulamba Gadwal,10,0,2021,Autumn
Jogulamba Gadwal,11,0,2021,Autumn
Jogulamba Gadwal,12,0,2021,Winter
Kamareddy,1,0,2021,Winter
Kamareddy,2,0,2021,Winter
Kamareddy,3,0,2021,Summer
Kamareddy,4,0,2021,Summer
Kamareddy,5,0,2021,Summer
Kamareddy,6,0,2021,Monsoon
Kamareddy,7,0,2021,Monsoon
Kamareddy,8,0,2021,Monsoon
Kamareddy,9,0,2021,Monsoon
Kamareddy,10,0,2021,Autumn
Kamareddy,11,0,2021,Autumn
Kamareddy,12,0,2021,Winter
Karimnagar,1,0,2021,Winter
Karimnagar,2,0,2021,Winter
Karimnagar,3,0,2021,Summer
Karimnagar,4,0,2021,Summer
Karimnagar,5,0,2021,Summer
Karimnagar,6,0,2021,Monsoon
Karimnagar,7,0,2021,Monsoon
Karimnagar,8,0,2021,Monsoon
Karimnagar,9,0,2021,Monsoon
Karimnagar,10,0,2021,Autumn
Karimnagar,11,0,2021,Autumn
Karimnagar,12,0,2021,Winter
Khammam,1,0,2021,Winter
Khammam,2,0,2021,Winter
Khammam,3,0,2021,Summer
Khammam,4,0,2021,Summer
Khammam,5,0,2021,Summer
Khammam,6,0,2021,Monsoon
Khammam,7,0,2021,Monsoon
Khammam,8,0,2021,Monsoon
Khammam,9,0,2021,Monsoon
Khammam,10,0,2021,Autumn
Khammam,11,0,2021,Autumn
Khammam,12,0,2021,Winter
Komaram Bheem Asifabad,1,0,2021,Winter
Komaram Bheem Asifabad,2,0,2021,Winter
Komaram Bheem Asifabad,3,0,2021,Summer
Komaram Bheem Asifabad,4,0,2021,Summer
Komaram Bheem Asifabad,5,0,2021,Summer
Komaram Bheem Asifabad,6,0,2021,Monsoon
Komaram Bheem Asifabad,7,0,2021,Monsoon
Komaram Bheem Asifabad,8,0,2021,Monsoon
Komaram Bheem Asifabad,9,0,2021,Monsoon
Komaram Bheem Asifabad,10,0,2021,Autumn
Komaram Bheem Asifabad,11,0,2021,Autumn
Komaram Bheem Asifabad,12,0,2021,Winter
Mahabubabad,1,0,2021,Winter
Mahabubabad,2,0,2021,Winter
Mahabubabad,3,0,2021,Summer
Mahabubabad,4,0,2021,Summer
Mahabubabad,5,0,2021,Summer
Mahabubabad,6,0,2021,Monsoon
Mahabubabad,7,0,2021,Monsoon
Mahabubabad,8,0,2021,Monsoon
Mahabubabad,9,0,2021,Monsoon
Mahabubabad,10,0,2021,Autumn
Mahabubabad,11,0,2021,Autumn
Mahabubabad,12,0,2021,Winter
Mahabubnagar,1,0,2021,Winter
Mahabubnagar,2,0,2021,Winter
Mahabubnagar,3,0,2021,Summer
Mahabubnagar,4,0,2021,Summer
Mahabubnagar,5,0,2021,Summer
Mahabubnagar,6,0,2021,Monsoon
Mahabubnagar,7,0,2021,Monsoon
Mahabubnagar,8,0,2021,Monsoon
Mahabubnagar,9,0,2021,Monsoon
Mahabubnagar,10,0,2021,Autumn
Mahabubnagar,11,0,2021,Autumn
Mahabubnagar,12,0,2021,Winter
Mancherial,1,0,2021,Winter
Mancherial,2,0,2021,Winter
Mancherial,3,0,2021,Summer
Mancherial,4,0,2021,Summer
Mancherial,5,0,2021,Summer
Mancherial,6,0,2021,Monsoon
Mancherial,7,0,2021,Monsoon
Mancherial,8,0,2021,Monsoon
Mancherial,9,0,2021,Monsoon
Mancherial,10,0,2021,Autumn
Mancherial,11,0,2021,Autumn
Mancherial,12,0,2021,Winter
Medak,1,0,2021,Winter
Medak,2,0,2021,Winter
Medak,3,0,2021,Summer
Medak,4,0,2021,Summer
Medak,5,0,2021,Summer
Medak,6,0,2021,Monsoon
Medak,7,0,2021,Monsoon
Medak,8,0,2021,Monsoon
Medak,9,0,2021,Monsoon
Medak,10,0,2021,Autumn
Medak,11,0,2021,Autumn
Medak,12,0,2021,Winter
Mulugu,1,0,2021,Winter
Mulugu,2,0,2021,Winter
Mulugu,3,15,2021,Summer
Mulugu,4,0,2021,Summer
Mulugu,5,0,2021,Summer
Mulugu,6,0,2021,Monsoon
Mulugu,7,0,2021,Monsoon
Mulugu,8,8,2021,Monsoon
Mulugu,9,8,2021,Monsoon
Mulugu,10,10,2021,Autumn
Mulugu,11,9,2021,Autumn
Mulugu,12,10,2021,Winter
Nagarkurnool,1,0,2021,Winter
Nagarkurnool,2,0,2021,Winter
Nagarkurnool,3,0,2021,Summer
Nagarkurnool,4,0,2021,Summer
Nagarkurnool,5,0,2021,Summer
Nagarkurnool,6,0,2021,Monsoon
Nagarkurnool,7,0,2021,Monsoon
Nagarkurnool,8,0,2021,Monsoon
Nagarkurnool,9,0,2021,Monsoon
Nagarkurnool,10,0,2021,Autumn
Nagarkurnool,11,0,2021,Autumn
Nagarkurnool,12,0,2021,Winter
Nalgonda,1,0,2021,Winter
Nalgonda,2,0,2021,Winter
Nalgonda,3,0,2021,Summer
Nalgonda,4,0,2021,Summer
Nalgonda,5,0,2021,Summer
Nalgonda,6,0,2021,Monsoon
Nalgonda,7,0,2021,Monsoon
Nalgonda,8,0,2021,Monsoon
Nalgonda,9,0,2021,Monsoon
Nalgonda,10,0,2021,Autumn
Nalgonda,11,0,2021,Autumn
Nalgonda,12,0,2021,Winter
Narayanpet,1,0,2021,Winter
Narayanpet,2,0,2021,Winter
Narayanpet,3,0,2021,Summer
Narayanpet,4,0,2021,Summer
Narayanpet,5,0,2021,Summer
Narayanpet,6,0,2021,Monsoon
Narayanpet,7,0,2021,Monsoon
Narayanpet,8,0,2021,Monsoon
Narayanpet,9,0,2021,Monsoon
Narayanpet,10,0,2021,Autumn
Narayanpet,11,0,2021,Autumn
Narayanpet,12,0,2021,Winter
Nirmal,1,0,2021,Winter
Nirmal,2,0,2021,Winter
Nirmal,3,0,2021,Summer
Nirmal,4,0,2021,Summer
Nirmal,5,0,2021,Summer
Nirmal,6,0,2021,Monsoon
Nirmal,7,0,2021,Monsoon
Nirmal,8,0,2021,Monsoon
Nirmal,9,0,2021,Monsoon
Nirmal,10,0,2021,Autumn
Nirmal,11,0,2021,Autumn
Nirmal,12,0,2021,Winter
Nizamabad,1,0,2021,Winter
Nizamabad,2,0,2021,Winter
Nizamabad,3,0,2021,Summer
Nizamabad,4,0,2021,Summer
Nizamabad,5,0,2021,Summer
Nizamabad,6,0,2021,Monsoon
Nizamabad,7,0,2021,Monsoon
Nizamabad,8,0,2021,Monsoon
Nizamabad,9,0,2021,Monsoon
Nizamabad,10,0,2021,Autumn
Nizamabad,11,0,2021,Autumn
Nizamabad,12,0,2021,Winter
Peddapalli,1,0,2021,Winter
Peddapalli,2,0,2021,Winter
Peddapalli,3,0,2021,Summer
Peddapalli,4,0,2021,Summer
Peddapalli,5,0,2021,Summer
Peddapalli,6,0,2021,Monsoon
Peddapalli,7,0,2021,Monsoon
Peddapalli,8,0,2021,Monsoon
Peddapalli,9,0,2021,Monsoon
Peddapalli,10,0,2021,Autumn
Peddapalli,11,0,2021,Autumn
Peddapalli,12,0,2021,Winter
Rajanna Sircilla,1,0,2021,Winter
Rajanna Sircilla,2,0,2021,Winter
Rajanna Sircilla,3,0,2021,Summer
Rajanna Sircilla,4,0,2021,Summer
Rajanna Sircilla,5,0,2021,Summer
Rajanna Sircilla,6,0,2021,Monsoon
Rajanna Sircilla,7,0,2021,Monsoon
Rajanna Sircilla,8,0,2021,Monsoon
Rajanna Sircilla,9,0,2021,Monsoon
Rajanna Sircilla,10,0,2021,Autumn
Rajanna Sircilla,11,0,2021,Autumn
Rajanna Sircilla,12,0,2021,Winter
Sangareddy,1,0,2021,Winter
Sangareddy,2,0,2021,Winter
Sangareddy,3,0,2021,Summer
Sangareddy,4,0,2021,Summer
Sangareddy,5,0,2021,Summer
Sangareddy,6,0,2021,Monsoon
Sangareddy,7,0,2021,Monsoon
Sangareddy,8,0,2021,Monsoon
Sangareddy,9,0,2021,Monsoon
Sangareddy,10,0,2021,Autumn
Sangareddy,11,0,2021,Autumn
Sangareddy,12,0,2021,Winter
Siddipet,1,0,2021,Winter
Siddipet,2,0,2021,Winter
Siddipet,3,0,2021,Summer
Siddipet,4,0,2021,Summer
Siddipet,5,0,2021,Summer
Siddipet,6,0,2021,Monsoon
Siddipet,7,0,2021,Monsoon
Siddipet,8,0,2021,Monsoon
Siddipet,9,0,2021,Monsoon
Siddipet,10,0,2021,Autumn
Siddipet,11,0,2021,Autumn
Siddipet,12,0,2021,Winter
Suryapet,1,0,2021,Winter
Suryapet,2,0,2021,Winter
Suryapet,3,0,2021,Summer
Suryapet,4,0,2021,Summer
Suryapet,5,0,2021,Summer
Suryapet,6,0,2021,Monsoon
Suryapet,7,0,2021,Monsoon
Suryapet,8,0,2021,Monsoon
Suryapet,9,0,2021,Monsoon
Suryapet,10,0,2021,Autumn
Suryapet,11,0,2021,Autumn
Suryapet,12,0,2021,Winter
Wanaparthy,1,0,2021,Winter
Wanaparthy,2,0,2021,Winter
Wanaparthy,3,0,2021,Summer
Wanaparthy,4,0,2021,Summer
Wanaparthy,5,0,2021,Summer
Wanaparthy,6,0,2021,Monsoon
Wanaparthy,7,0,2021,Monsoon
Wanaparthy,8,0,2021,Monsoon
Wanaparthy,9,0,2021,Monsoon
Wanaparthy,10,0,2021,Autumn
Wanaparthy,11,0,2021,Autumn
Wanaparthy,12,0,2021,Winter
Warangal,1,0,2021,Winter
Warangal,2,0,2021,Winter
Warangal,3,0,2021,Summer
Warangal,4,0,2021,Summer
Warangal,5,0,2021,Summer
Warangal,6,0,2021,Monsoon
Warangal,7,0,2021,Monsoon
Warangal,8,0,2021,Monsoon
Warangal,9,0,2021,Monsoon
Warangal,10,0,2021,Autumn
Warangal,11,0,2021,Autumn
Warangal,12,0,2021,Winter
Yadadri Bhongir,1,0,2021,Winter
Yadadri Bhongir,2,0,2021,Winter
Yadadri Bhongir,3,0,2021,Summer
Yadadri Bhongir,4,0,2021,Summer
Yadadri Bhongir,5,0,2021,Summer
Yadadri Bhongir,6,0,2021,Monsoon
Yadadri Bhongir,7,0,2021,Monsoon
Yadadri Bhongir,8,0,2021,Monsoon
Yadadri Bhongir,9,0,2021,Monsoon
Yadadri Bhongir,10,0,2021,Autumn
Yadadri Bhongir,11,0,2021,Autumn
Yadadri Bhongir,12,0,2021,Winter
Adilabad,1,0,2022,Winter
Adilabad,2,2,2022,Winter
Adilabad,3,0,2022,Summer
Adilabad,4,0,2022,Summer
Adilabad,5,0,2022,Summer
Adilabad,6,0,2022,Monsoon
Adilabad,7,0,2022,Monsoon
Adilabad,8,0,2022,Monsoon
Adilabad,9,0,2022,Monsoon
